order_id,order_date,product,category,region,quantity,price,revenue,year,month,month_name,month_year,profit,order_size
110393,2023-09-28,Phone,Electronics,East,2,776,1552,2023,9,September,2023-09,465.59999999999997,Large
110394,2024-02-21,Monitor,Electronics,North,1,206,206,2024,2,February,2024-02,61.8,Small
110395,2023-05-19,Monitor,Electronics,Central,5,251,1255,2023,5,May,2023-05,376.5,Large
110396,2023-09-04,Tablet,Electronics,West,3,516,1548,2023,9,September,2023-09,464.4,Large
110397,2023-05-28,Laptop,Electronics,West,5,879,4395,2023,5,May,2023-05,1318.5,Large
110398,2023-08-18,Smartwatch,Wearables,Central,3,275,825,2023,8,August,2023-08,247.5,Medium
110399,2024-09-28,Monitor,Electronics,East,4,202,808,2024,9,September,2024-09,242.39999999999998,Medium
110400,2024-12-04,Laptop,Electronics,South,1,892,892,2024,12,December,2024-12,267.59999999999997,Medium
110401,2024-01-09,Tablet,Electronics,East,2,485,970,2024,1,January,2024-01,291.0,Medium
110402,2023-03-21,Tablet,Electronics,North,4,477,1908,2023,3,March,2023-03,572.4,Large
110403,2024-08-28,Headphones,Accessories,North,1,110,110,2024,8,August,2024-08,33.0,Small
110404,2023-03-06,Mouse,Accessories,Central,3,59,177,2023,3,March,2023-03,53.1,Small
110405,2023-03-29,Smartwatch,Wearables,North,5,294,1470,2023,3,March,2023-03,441.0,Large
110406,2023-03-29,Phone,Electronics,North,2,751,1502,2023,3,March,2023-03,450.59999999999997,Large
110407,2024-12-13,Phone,Electronics,Central,5,776,3880,2024,12,December,2024-12,1164.0,Large
110408,2024-12-26,Keyboard,Accessories,Central,5,76,380,2024,12,December,2024-12,114.0,Medium
110409,2023-07-23,Phone,Electronics,Central,4,831,3324,2023,7,July,2023-07,997.1999999999999,Large
110410,2024-01-17,Laptop,Electronics,Central,2,901,1802,2024,1,January,2024-01,540.6,Large
110411,2024-08-23,Phone,Electronics,Central,5,754,3770,2024,8,August,2024-08,1131.0,Large
110412,2024-04-20,Laptop,Electronics,West,1,901,901,2024,4,April,2024-04,270.3,Medium
110413,2024-07-26,Phone,Electronics,South,3,815,2445,2024,7,July,2024-07,733.5,Large
110414,2024-08-28,Keyboard,Accessories,Central,4,51,204,2024,8,August,2024-08,61.199999999999996,Small
110415,2024-06-22,Mouse,Accessories,South,4,52,208,2024,6,June,2024-06,62.4,Small
110416,2023-08-02,Monitor,Electronics,North,2,201,402,2023,8,August,2023-08,120.6,Medium
110417,2023-03-15,Mouse,Accessories,West,3,46,138,2023,3,March,2023-03,41.4,Small
110418,2023-03-02,Laptop,Electronics,Central,4,906,3624,2023,3,March,2023-03,1087.2,Large
110419,2024-11-28,Smartwatch,Wearables,West,4,335,1340,2024,11,November,2024-11,402.0,Large
110420,2024-06-26,Tablet,Electronics,East,1,460,460,2024,6,June,2024-06,138.0,Medium
110421,2023-08-07,Monitor,Electronics,South,4,298,1192,2023,8,August,2023-08,357.59999999999997,Large
110422,2023-01-12,Headphones,Accessories,Central,4,138,552,2023,1,January,2023-01,165.6,Medium
110423,2024-02-19,Keyboard,Accessories,South,3,69,207,2024,2,February,2024-02,62.099999999999994,Small
110424,2023-02-01,Mouse,Accessories,South,2,89,178,2023,2,February,2023-02,53.4,Small
110425,2023-06-09,Monitor,Electronics,East,3,225,675,2023,6,June,2023-06,202.5,Medium
110426,2023-08-25,Keyboard,Accessories,South,3,116,348,2023,8,August,2023-08,104.39999999999999,Medium
110427,2023-06-30,Mouse,Accessories,North,4,23,92,2023,6,June,2023-06,27.599999999999998,Small
110428,2024-07-11,Laptop,Electronics,South,4,907,3628,2024,7,July,2024-07,1088.3999999999999,Large
110429,2023-12-07,Laptop,Electronics,East,3,851,2553,2023,12,December,2023-12,765.9,Large
110430,2024-04-02,Tablet,Electronics,East,2,547,1094,2024,4,April,2024-04,328.2,Large
110431,2023-03-21,Smartwatch,Wearables,Central,5,324,1620,2023,3,March,2023-03,486.0,Large
110432,2024-10-08,Smartwatch,Wearables,North,1,252,252,2024,10,October,2024-10,75.6,Small
110433,2024-04-17,Laptop,Electronics,South,5,864,4320,2024,4,April,2024-04,1296.0,Large
110434,2024-11-01,Smartwatch,Wearables,East,1,265,265,2024,11,November,2024-11,79.5,Small
110435,2024-12-15,Headphones,Accessories,East,1,139,139,2024,12,December,2024-12,41.699999999999996,Small
110436,2023-04-22,Phone,Electronics,South,2,826,1652,2023,4,April,2023-04,495.59999999999997,Large
110437,2023-10-19,Laptop,Electronics,South,2,918,1836,2023,10,October,2023-10,550.8,Large
110438,2024-09-22,Smartwatch,Wearables,Central,1,308,308,2024,9,September,2024-09,92.39999999999999,Medium
110439,2024-01-18,Laptop,Electronics,Central,1,850,850,2024,1,January,2024-01,255.0,Medium
110440,2023-01-17,Phone,Electronics,North,3,827,2481,2023,1,January,2023-01,744.3,Large
110441,2024-05-07,Laptop,Electronics,Central,1,946,946,2024,5,May,2024-05,283.8,Medium
110442,2023-11-27,Monitor,Electronics,Central,2,245,490,2023,11,November,2023-11,147.0,Medium
110443,2024-04-30,Tablet,Electronics,West,3,544,1632,2024,4,April,2024-04,489.59999999999997,Large
110444,2024-02-10,Keyboard,Accessories,South,1,85,85,2024,2,February,2024-02,25.5,Small
110445,2023-04-27,Headphones,Accessories,Central,3,152,456,2023,4,April,2023-04,136.79999999999998,Medium
110447,2023-04-25,Phone,Electronics,West,1,762,762,2023,4,April,2023-04,228.6,Medium
110448,2024-07-02,Smartwatch,Wearables,Central,1,339,339,2024,7,July,2024-07,101.7,Medium
110449,2024-09-16,Smartwatch,Wearables,East,2,344,688,2024,9,September,2024-09,206.4,Medium
110450,2024-06-30,Tablet,Electronics,Central,3,541,1623,2024,6,June,2024-06,486.9,Large
110451,2024-10-05,Tablet,Electronics,Central,3,464,1392,2024,10,October,2024-10,417.59999999999997,Large
110452,2023-12-02,Phone,Electronics,South,1,821,821,2023,12,December,2023-12,246.29999999999998,Medium
110453,2023-12-02,Phone,Electronics,East,1,814,814,2023,12,December,2023-12,244.2,Medium
110454,2023-05-27,Headphones,Accessories,North,2,115,230,2023,5,May,2023-05,69.0,Small
110455,2023-05-02,Keyboard,Accessories,Central,1,111,111,2023,5,May,2023-05,33.3,Small
110456,2023-03-22,Tablet,Electronics,Central,4,545,2180,2023,3,March,2023-03,654.0,Large
110457,2024-11-15,Laptop,Electronics,South,2,900,1800,2024,11,November,2024-11,540.0,Large
110458,2024-10-27,Phone,Electronics,North,3,843,2529,2024,10,October,2024-10,758.6999999999999,Large
110459,2024-10-23,Laptop,Electronics,West,1,882,882,2024,10,October,2024-10,264.59999999999997,Medium
110460,2024-01-10,Mouse,Accessories,East,4,26,104,2024,1,January,2024-01,31.2,Small
110461,2024-07-23,Phone,Electronics,North,3,832,2496,2024,7,July,2024-07,748.8,Large
110462,2023-03-04,Tablet,Electronics,Central,5,521,2605,2023,3,March,2023-03,781.5,Large
110463,2024-05-18,Headphones,Accessories,West,2,88,176,2024,5,May,2024-05,52.8,Small
110464,2024-10-29,Headphones,Accessories,South,2,103,206,2024,10,October,2024-10,61.8,Small
110465,2024-03-24,Tablet,Electronics,Central,2,504,1008,2024,3,March,2024-03,302.4,Large
110466,2024-03-03,Tablet,Electronics,South,3,478,1434,2024,3,March,2024-03,430.2,Large
110467,2024-03-02,Mouse,Accessories,East,2,48,96,2024,3,March,2024-03,28.799999999999997,Small
110468,2024-02-25,Headphones,Accessories,South,2,72,144,2024,2,February,2024-02,43.199999999999996,Small
110469,2023-11-18,Headphones,Accessories,North,3,113,339,2023,11,November,2023-11,101.7,Medium
110470,2024-11-10,Headphones,Accessories,North,4,158,632,2024,11,November,2024-11,189.6,Medium
110471,2023-06-15,Phone,Electronics,East,5,794,3970,2023,6,June,2023-06,1191.0,Large
110472,2024-08-19,Mouse,Accessories,East,5,47,235,2024,8,August,2024-08,70.5,Small
110473,2024-10-10,Phone,Electronics,East,1,789,789,2024,10,October,2024-10,236.7,Medium
110475,2024-04-03,Smartwatch,Wearables,Central,2,321,642,2024,4,April,2024-04,192.6,Medium
110476,2023-07-08,Keyboard,Accessories,North,3,62,186,2023,7,July,2023-07,55.8,Small
110477,2024-04-08,Headphones,Accessories,South,1,140,140,2024,4,April,2024-04,42.0,Small
110478,2024-01-14,Keyboard,Accessories,East,3,32,96,2024,1,January,2024-01,28.799999999999997,Small
110479,2023-01-02,Smartwatch,Wearables,West,2,346,692,2023,1,January,2023-01,207.6,Medium
110480,2024-09-09,Monitor,Electronics,North,5,231,1155,2024,9,September,2024-09,346.5,Large
110481,2023-12-30,Monitor,Electronics,West,2,220,440,2023,12,December,2023-12,132.0,Medium
110482,2023-03-13,Headphones,Accessories,Central,3,154,462,2023,3,March,2023-03,138.6,Medium
110483,2024-03-02,Laptop,Electronics,North,1,900,900,2024,3,March,2024-03,270.0,Medium
110484,2024-09-29,Tablet,Electronics,Central,5,545,2725,2024,9,September,2024-09,817.5,Large
110485,2023-06-19,Monitor,Electronics,Central,5,215,1075,2023,6,June,2023-06,322.5,Large
110486,2023-07-24,Laptop,Electronics,North,2,897,1794,2023,7,July,2023-07,538.1999999999999,Large
110487,2023-12-03,Smartwatch,Wearables,North,5,297,1485,2023,12,December,2023-12,445.5,Large
110488,2024-04-16,Keyboard,Accessories,Central,2,76,152,2024,4,April,2024-04,45.6,Small
110489,2023-07-14,Headphones,Accessories,East,4,138,552,2023,7,July,2023-07,165.6,Medium
110490,2024-10-31,Tablet,Electronics,North,2,549,1098,2024,10,October,2024-10,329.4,Large
110491,2024-10-14,Keyboard,Accessories,Central,5,42,210,2024,10,October,2024-10,63.0,Small
110492,2023-10-02,Phone,Electronics,South,4,834,3336,2023,10,October,2023-10,1000.8,Large
110493,2023-01-07,Keyboard,Accessories,West,5,74,370,2023,1,January,2023-01,111.0,Medium
110494,2024-07-19,Mouse,Accessories,South,3,13,39,2024,7,July,2024-07,11.7,Small
110495,2024-09-07,Headphones,Accessories,North,3,139,417,2024,9,September,2024-09,125.1,Medium
110497,2024-08-21,Keyboard,Accessories,North,1,29,29,2024,8,August,2024-08,8.7,Small
110498,2023-06-27,Laptop,Electronics,North,3,861,2583,2023,6,June,2023-06,774.9,Large
110499,2023-08-30,Headphones,Accessories,South,5,111,555,2023,8,August,2023-08,166.5,Medium
110500,2023-07-22,Headphones,Accessories,East,1,99,99,2023,7,July,2023-07,29.7,Small
110501,2024-06-26,Monitor,Electronics,Central,3,200,600,2024,6,June,2024-06,180.0,Medium
110502,2024-04-06,Laptop,Electronics,Central,3,868,2604,2024,4,April,2024-04,781.1999999999999,Large
110503,2023-03-21,Phone,Electronics,Central,2,786,1572,2023,3,March,2023-03,471.59999999999997,Large
110504,2024-06-06,Laptop,Electronics,West,5,871,4355,2024,6,June,2024-06,1306.5,Large
110505,2024-02-21,Smartwatch,Wearables,North,5,251,1255,2024,2,February,2024-02,376.5,Large
110506,2024-01-19,Keyboard,Accessories,South,3,85,255,2024,1,January,2024-01,76.5,Small
110507,2024-01-26,Smartwatch,Wearables,South,1,288,288,2024,1,January,2024-01,86.39999999999999,Small
110508,2024-11-18,Keyboard,Accessories,South,2,102,204,2024,11,November,2024-11,61.199999999999996,Small
110509,2023-05-06,Keyboard,Accessories,East,2,26,52,2023,5,May,2023-05,15.6,Small
110510,2024-05-08,Monitor,Electronics,North,1,294,294,2024,5,May,2024-05,88.2,Small
110511,2023-02-16,Laptop,Electronics,Central,2,867,1734,2023,2,February,2023-02,520.1999999999999,Large
110513,2024-04-20,Laptop,Electronics,North,3,914,2742,2024,4,April,2024-04,822.6,Large
110514,2024-09-10,Mouse,Accessories,Central,2,71,142,2024,9,September,2024-09,42.6,Small
110515,2024-04-08,Headphones,Accessories,Central,2,107,214,2024,4,April,2024-04,64.2,Small
110516,2023-05-03,Mouse,Accessories,North,1,56,56,2023,5,May,2023-05,16.8,Small
110517,2024-04-18,Tablet,Electronics,South,2,467,934,2024,4,April,2024-04,280.2,Medium
110518,2023-05-14,Headphones,Accessories,West,1,91,91,2023,5,May,2023-05,27.3,Small
110519,2024-09-10,Smartwatch,Wearables,North,3,257,771,2024,9,September,2024-09,231.29999999999998,Medium
110520,2024-07-15,Smartwatch,Wearables,Central,1,287,287,2024,7,July,2024-07,86.1,Small
110521,2024-08-29,Phone,Electronics,Central,2,823,1646,2024,8,August,2024-08,493.79999999999995,Large
110522,2023-01-23,Phone,Electronics,West,1,752,752,2023,1,January,2023-01,225.6,Medium
110523,2024-07-19,Tablet,Electronics,West,3,466,1398,2024,7,July,2024-07,419.4,Large
110524,2023-08-23,Keyboard,Accessories,West,1,26,26,2023,8,August,2023-08,7.8,Small
110525,2023-02-28,Tablet,Electronics,North,5,535,2675,2023,2,February,2023-02,802.5,Large
110526,2023-06-13,Laptop,Electronics,South,2,860,1720,2023,6,June,2023-06,516.0,Large
110527,2023-08-04,Keyboard,Accessories,West,3,67,201,2023,8,August,2023-08,60.3,Small
110528,2023-07-02,Laptop,Electronics,East,3,868,2604,2023,7,July,2023-07,781.1999999999999,Large
110529,2024-07-22,Mouse,Accessories,South,4,18,72,2024,7,July,2024-07,21.599999999999998,Small
110530,2024-10-18,Smartwatch,Wearables,West,5,277,1385,2024,10,October,2024-10,415.5,Large
110531,2023-03-31,Smartwatch,Wearables,Central,2,277,554,2023,3,March,2023-03,166.2,Medium
110532,2023-11-07,Laptop,Electronics,North,3,910,2730,2023,11,November,2023-11,819.0,Large
110533,2024-07-10,Smartwatch,Wearables,Central,1,285,285,2024,7,July,2024-07,85.5,Small
110534,2023-09-14,Mouse,Accessories,Central,2,13,26,2023,9,September,2023-09,7.8,Small
110535,2024-06-16,Laptop,Electronics,North,3,904,2712,2024,6,June,2024-06,813.6,Large
110536,2024-06-16,Tablet,Electronics,South,2,524,1048,2024,6,June,2024-06,314.4,Large
110537,2023-02-21,Tablet,Electronics,Central,5,480,2400,2023,2,February,2023-02,720.0,Large
110538,2023-12-04,Tablet,Electronics,South,5,457,2285,2023,12,December,2023-12,685.5,Large
110539,2023-06-20,Tablet,Electronics,North,3,497,1491,2023,6,June,2023-06,447.3,Large
110540,2023-03-08,Headphones,Accessories,West,5,87,435,2023,3,March,2023-03,130.5,Medium
110541,2024-09-16,Mouse,Accessories,Central,5,85,425,2024,9,September,2024-09,127.5,Medium
110542,2023-10-27,Tablet,Electronics,Central,4,489,1956,2023,10,October,2023-10,586.8,Large
110543,2024-11-02,Keyboard,Accessories,North,2,114,228,2024,11,November,2024-11,68.39999999999999,Small
110544,2023-08-20,Keyboard,Accessories,North,2,31,62,2023,8,August,2023-08,18.599999999999998,Small
110545,2023-03-09,Keyboard,Accessories,West,2,71,142,2023,3,March,2023-03,42.6,Small
110546,2024-05-20,Keyboard,Accessories,North,2,111,222,2024,5,May,2024-05,66.6,Small
110547,2023-01-28,Headphones,Accessories,East,4,120,480,2023,1,January,2023-01,144.0,Medium
110548,2024-09-19,Headphones,Accessories,East,2,127,254,2024,9,September,2024-09,76.2,Small
110549,2023-02-20,Monitor,Electronics,North,5,207,1035,2023,2,February,2023-02,310.5,Large
110550,2024-11-23,Monitor,Electronics,West,5,218,1090,2024,11,November,2024-11,327.0,Large
110551,2023-09-17,Tablet,Electronics,East,5,473,2365,2023,9,September,2023-09,709.5,Large
110552,2024-08-13,Monitor,Electronics,Central,3,229,687,2024,8,August,2024-08,206.1,Medium
110553,2024-09-11,Phone,Electronics,West,5,781,3905,2024,9,September,2024-09,1171.5,Large
110554,2024-08-08,Tablet,Electronics,North,1,460,460,2024,8,August,2024-08,138.0,Medium
110555,2024-11-17,Monitor,Electronics,East,4,278,1112,2024,11,November,2024-11,333.59999999999997,Large
110556,2023-07-03,Laptop,Electronics,West,1,851,851,2023,7,July,2023-07,255.29999999999998,Medium
110557,2023-01-23,Phone,Electronics,Central,5,823,4115,2023,1,January,2023-01,1234.5,Large
110558,2023-05-09,Mouse,Accessories,North,4,55,220,2023,5,May,2023-05,66.0,Small
110559,2023-10-18,Keyboard,Accessories,South,4,47,188,2023,10,October,2023-10,56.4,Small
110560,2024-05-15,Laptop,Electronics,East,2,860,1720,2024,5,May,2024-05,516.0,Large
110561,2023-07-05,Phone,Electronics,Central,4,776,3104,2023,7,July,2023-07,931.1999999999999,Large
110562,2024-04-23,Tablet,Electronics,West,5,544,2720,2024,4,April,2024-04,816.0,Large
110563,2024-07-24,Headphones,Accessories,East,1,141,141,2024,7,July,2024-07,42.3,Small
110564,2024-05-06,Keyboard,Accessories,East,4,62,248,2024,5,May,2024-05,74.39999999999999,Small
110566,2024-10-04,Mouse,Accessories,Central,5,14,70,2024,10,October,2024-10,21.0,Small
110567,2023-03-08,Tablet,Electronics,East,2,466,932,2023,3,March,2023-03,279.59999999999997,Medium
110568,2024-04-11,Tablet,Electronics,East,2,507,1014,2024,4,April,2024-04,304.2,Large
110569,2023-10-12,Headphones,Accessories,Central,4,153,612,2023,10,October,2023-10,183.6,Medium
110570,2024-08-23,Keyboard,Accessories,West,2,66,132,2024,8,August,2024-08,39.6,Small
110571,2024-02-21,Monitor,Electronics,North,4,219,876,2024,2,February,2024-02,262.8,Medium
110572,2023-04-10,Keyboard,Accessories,East,2,85,170,2023,4,April,2023-04,51.0,Small
110573,2023-07-08,Keyboard,Accessories,Central,3,85,255,2023,7,July,2023-07,76.5,Small
110574,2024-01-23,Mouse,Accessories,South,5,79,395,2024,1,January,2024-01,118.5,Medium
110575,2023-08-29,Smartwatch,Wearables,West,4,277,1108,2023,8,August,2023-08,332.4,Large
110576,2024-12-31,Headphones,Accessories,North,4,147,588,2024,12,December,2024-12,176.4,Medium
110577,2024-02-21,Keyboard,Accessories,South,5,33,165,2024,2,February,2024-02,49.5,Small
110578,2023-06-25,Laptop,Electronics,West,4,864,3456,2023,6,June,2023-06,1036.8,Large
110579,2024-01-22,Laptop,Electronics,East,5,929,4645,2024,1,January,2024-01,1393.5,Large
110580,2024-04-15,Tablet,Electronics,North,1,548,548,2024,4,April,2024-04,164.4,Medium
110581,2023-08-21,Headphones,Accessories,West,3,127,381,2023,8,August,2023-08,114.3,Medium
110582,2024-10-24,Monitor,Electronics,West,4,267,1068,2024,10,October,2024-10,320.4,Large
110583,2024-03-27,Phone,Electronics,West,1,768,768,2024,3,March,2024-03,230.39999999999998,Medium
110584,2023-10-04,Keyboard,Accessories,West,3,119,357,2023,10,October,2023-10,107.1,Medium
110585,2023-08-17,Phone,Electronics,South,2,847,1694,2023,8,August,2023-08,508.2,Large
110586,2023-06-20,Keyboard,Accessories,North,3,66,198,2023,6,June,2023-06,59.4,Small
110587,2023-08-01,Mouse,Accessories,East,4,24,96,2023,8,August,2023-08,28.799999999999997,Small
110588,2023-10-09,Keyboard,Accessories,North,2,25,50,2023,10,October,2023-10,15.0,Small
110589,2023-02-10,Phone,Electronics,South,2,821,1642,2023,2,February,2023-02,492.59999999999997,Large
110590,2023-05-02,Monitor,Electronics,North,1,242,242,2023,5,May,2023-05,72.6,Small
110591,2023-08-15,Keyboard,Accessories,South,5,43,215,2023,8,August,2023-08,64.5,Small
110592,2023-10-21,Keyboard,Accessories,South,1,118,118,2023,10,October,2023-10,35.4,Small
110593,2024-08-22,Tablet,Electronics,South,2,479,958,2024,8,August,2024-08,287.4,Medium
110594,2023-09-24,Mouse,Accessories,South,3,32,96,2023,9,September,2023-09,28.799999999999997,Small
110595,2024-06-24,Smartwatch,Wearables,West,4,341,1364,2024,6,June,2024-06,409.2,Large
110596,2024-03-26,Smartwatch,Wearables,North,1,265,265,2024,3,March,2024-03,79.5,Small
110597,2024-03-24,Laptop,Electronics,Central,2,870,1740,2024,3,March,2024-03,522.0,Large
110598,2023-03-02,Laptop,Electronics,South,3,946,2838,2023,3,March,2023-03,851.4,Large
110599,2024-05-16,Tablet,Electronics,South,2,520,1040,2024,5,May,2024-05,312.0,Large
110600,2023-05-27,Monitor,Electronics,North,1,210,210,2023,5,May,2023-05,63.0,Small
110601,2024-11-16,Headphones,Accessories,West,5,160,800,2024,11,November,2024-11,240.0,Medium
110602,2023-11-30,Headphones,Accessories,East,2,103,206,2023,11,November,2023-11,61.8,Small
110603,2023-05-22,Mouse,Accessories,South,3,84,252,2023,5,May,2023-05,75.6,Small
110604,2023-02-13,Phone,Electronics,West,2,780,1560,2023,2,February,2023-02,468.0,Large
110605,2023-05-24,Phone,Electronics,West,1,776,776,2023,5,May,2023-05,232.79999999999998,Medium
110606,2023-11-29,Keyboard,Accessories,Central,4,90,360,2023,11,November,2023-11,108.0,Medium
110607,2024-05-11,Smartwatch,Wearables,South,4,294,1176,2024,5,May,2024-05,352.8,Large
110608,2024-01-31,Smartwatch,Wearables,West,2,341,682,2024,1,January,2024-01,204.6,Medium
110609,2023-02-24,Mouse,Accessories,Central,4,1,4,2023,2,February,2023-02,1.2,Small
110610,2023-11-03,Phone,Electronics,West,4,786,3144,2023,11,November,2023-11,943.1999999999999,Large
110611,2024-02-27,Laptop,Electronics,Central,4,916,3664,2024,2,February,2024-02,1099.2,Large
110612,2024-02-21,Tablet,Electronics,Central,1,494,494,2024,2,February,2024-02,148.2,Medium
110613,2024-11-03,Monitor,Electronics,Central,5,289,1445,2024,11,November,2024-11,433.5,Large
110614,2023-11-21,Smartwatch,Wearables,West,1,305,305,2023,11,November,2023-11,91.5,Medium
110615,2024-12-10,Smartwatch,Wearables,East,1,299,299,2024,12,December,2024-12,89.7,Small
110616,2024-11-01,Headphones,Accessories,North,5,119,595,2024,11,November,2024-11,178.5,Medium
110617,2023-03-21,Tablet,Electronics,Central,3,482,1446,2023,3,March,2023-03,433.8,Large
110618,2023-01-31,Keyboard,Accessories,South,3,75,225,2023,1,January,2023-01,67.5,Small
110619,2023-04-22,Tablet,Electronics,North,5,477,2385,2023,4,April,2023-04,715.5,Large
110620,2024-07-11,Headphones,Accessories,East,1,155,155,2024,7,July,2024-07,46.5,Small
110621,2024-12-17,Laptop,Electronics,North,5,868,4340,2024,12,December,2024-12,1302.0,Large
110622,2024-07-17,Keyboard,Accessories,North,3,96,288,2024,7,July,2024-07,86.39999999999999,Small
110623,2024-10-11,Laptop,Electronics,East,5,938,4690,2024,10,October,2024-10,1407.0,Large
110624,2024-04-16,Headphones,Accessories,South,5,137,685,2024,4,April,2024-04,205.5,Medium
110625,2023-03-15,Headphones,Accessories,Central,3,108,324,2023,3,March,2023-03,97.2,Medium
110626,2024-07-06,Laptop,Electronics,West,4,859,3436,2024,7,July,2024-07,1030.8,Large
110627,2024-04-23,Keyboard,Accessories,South,5,108,540,2024,4,April,2024-04,162.0,Medium
110628,2024-08-11,Laptop,Electronics,South,2,855,1710,2024,8,August,2024-08,513.0,Large
110629,2024-01-22,Keyboard,Accessories,Central,3,73,219,2024,1,January,2024-01,65.7,Small
110630,2024-11-29,Mouse,Accessories,South,3,88,264,2024,11,November,2024-11,79.2,Small
110631,2024-07-17,Mouse,Accessories,South,2,33,66,2024,7,July,2024-07,19.8,Small
110632,2024-03-08,Keyboard,Accessories,North,3,117,351,2024,3,March,2024-03,105.3,Medium
110633,2024-02-16,Laptop,Electronics,North,1,908,908,2024,2,February,2024-02,272.4,Medium
110634,2024-04-11,Tablet,Electronics,East,3,468,1404,2024,4,April,2024-04,421.2,Large
110635,2024-08-21,Tablet,Electronics,East,2,483,966,2024,8,August,2024-08,289.8,Medium
110636,2024-09-12,Keyboard,Accessories,East,3,99,297,2024,9,September,2024-09,89.1,Small
110637,2023-09-05,Smartwatch,Wearables,West,4,334,1336,2023,9,September,2023-09,400.8,Large
110638,2024-08-03,Headphones,Accessories,Central,3,75,225,2024,8,August,2024-08,67.5,Small
110639,2023-04-30,Smartwatch,Wearables,West,1,310,310,2023,4,April,2023-04,93.0,Medium
110640,2023-03-08,Tablet,Electronics,West,1,453,453,2023,3,March,2023-03,135.9,Medium
110641,2024-07-26,Laptop,Electronics,East,3,928,2784,2024,7,July,2024-07,835.1999999999999,Large
110642,2023-11-23,Phone,Electronics,Central,5,803,4015,2023,11,November,2023-11,1204.5,Large
110643,2024-12-03,Keyboard,Accessories,West,4,58,232,2024,12,December,2024-12,69.6,Small
110644,2024-04-14,Headphones,Accessories,North,3,161,483,2024,4,April,2024-04,144.9,Medium
110645,2024-05-07,Monitor,Electronics,West,4,211,844,2024,5,May,2024-05,253.2,Medium
110646,2024-12-01,Headphones,Accessories,North,1,156,156,2024,12,December,2024-12,46.8,Small
110647,2024-10-24,Phone,Electronics,West,5,792,3960,2024,10,October,2024-10,1188.0,Large
110648,2023-10-13,Keyboard,Accessories,Central,3,70,210,2023,10,October,2023-10,63.0,Small
110649,2024-08-30,Laptop,Electronics,North,4,914,3656,2024,8,August,2024-08,1096.8,Large
110650,2023-11-08,Laptop,Electronics,North,2,858,1716,2023,11,November,2023-11,514.8,Large
110651,2023-11-05,Mouse,Accessories,East,3,27,81,2023,11,November,2023-11,24.3,Small
110652,2023-04-07,Phone,Electronics,North,2,834,1668,2023,4,April,2023-04,500.4,Large
110653,2023-04-23,Keyboard,Accessories,West,1,89,89,2023,4,April,2023-04,26.7,Small
110654,2024-09-28,Headphones,Accessories,West,5,164,820,2024,9,September,2024-09,246.0,Medium
110655,2024-03-31,Headphones,Accessories,East,5,144,720,2024,3,March,2024-03,216.0,Medium
110656,2024-04-07,Phone,Electronics,South,3,787,2361,2024,4,April,2024-04,708.3,Large
110657,2023-05-12,Keyboard,Accessories,North,5,100,500,2023,5,May,2023-05,150.0,Medium
110658,2023-05-01,Headphones,Accessories,North,3,167,501,2023,5,May,2023-05,150.29999999999998,Medium
110659,2023-07-16,Tablet,Electronics,North,4,492,1968,2023,7,July,2023-07,590.4,Large
110660,2024-04-26,Monitor,Electronics,West,4,292,1168,2024,4,April,2024-04,350.4,Large
110661,2024-09-25,Phone,Electronics,Central,4,802,3208,2024,9,September,2024-09,962.4,Large
110662,2023-02-08,Mouse,Accessories,Central,3,43,129,2023,2,February,2023-02,38.699999999999996,Small
110663,2024-07-19,Laptop,Electronics,Central,2,944,1888,2024,7,July,2024-07,566.4,Large
110664,2024-05-26,Smartwatch,Wearables,East,1,299,299,2024,5,May,2024-05,89.7,Small
110665,2024-04-18,Headphones,Accessories,East,2,99,198,2024,4,April,2024-04,59.4,Small
110666,2023-06-10,Monitor,Electronics,West,2,234,468,2023,6,June,2023-06,140.4,Medium
110667,2023-10-16,Keyboard,Accessories,Central,5,46,230,2023,10,October,2023-10,69.0,Small
110668,2023-07-19,Headphones,Accessories,South,2,125,250,2023,7,July,2023-07,75.0,Small
110669,2024-06-11,Phone,Electronics,North,3,832,2496,2024,6,June,2024-06,748.8,Large
110670,2024-11-15,Keyboard,Accessories,Central,5,111,555,2024,11,November,2024-11,166.5,Medium
110671,2024-05-17,Smartwatch,Wearables,South,5,254,1270,2024,5,May,2024-05,381.0,Large
110672,2023-09-05,Monitor,Electronics,North,2,274,548,2023,9,September,2023-09,164.4,Medium
110673,2024-01-18,Monitor,Electronics,North,3,289,867,2024,1,January,2024-01,260.09999999999997,Medium
110674,2023-08-06,Tablet,Electronics,East,5,519,2595,2023,8,August,2023-08,778.5,Large
110675,2023-03-28,Laptop,Electronics,South,4,882,3528,2023,3,March,2023-03,1058.3999999999999,Large
110676,2023-03-23,Keyboard,Accessories,Central,5,101,505,2023,3,March,2023-03,151.5,Medium
110677,2023-03-03,Mouse,Accessories,Central,1,59,59,2023,3,March,2023-03,17.7,Small
110678,2024-05-14,Smartwatch,Wearables,West,2,279,558,2024,5,May,2024-05,167.4,Medium
110679,2023-02-11,Laptop,Electronics,South,4,927,3708,2023,2,February,2023-02,1112.3999999999999,Large
110680,2023-01-12,Keyboard,Accessories,North,2,72,144,2023,1,January,2023-01,43.199999999999996,Small
110681,2024-10-04,Tablet,Electronics,East,1,526,526,2024,10,October,2024-10,157.79999999999998,Medium
